search URL:,https://patents.google.com/?q=force&q=feedback&q=UI&oq=force+feedback+UI+,,,,,,,,,,,
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link,,,
US-2013103024-A1,User interface in a battery powered device ,"Ethicon Endo-Surgery, Inc.","Gavin M. Monson, Gordon J. Leather, David I. Ruddenklau, Alan E. Green, Paul C. Roberts, Gregory W. Johnson, Daniel W. Price",2011-10-24,2012-10-23,2013-04-25,,https://patents.google.com/patent/US20130103024A1/en,https://patentimages.storage.googleapis.com/f7/03/4a/8cd2e0ccabfd61/US20130103024A1-20130425-D00000.png,,,
US-2006241864-A1,Method and apparatus for point-and-send data transfer within an ubiquitous computing environment ,"Outland Research, Llc",Louis Rosenberg,2005-04-22,2006-01-31,2006-10-26,,https://patents.google.com/patent/US20060241864A1/en,https://patentimages.storage.googleapis.com/US20060241864A1/US20060241864A1-20061026-D00000.png,,,
US-7460105-B2,Interface device for sensing position and orientation and outputting force feedback ,Immersion Corporation,"Louis B. Rosenberg, Bernard G. Jackson",1993-07-16,2006-01-13,2008-12-02,2008-12-02,https://patents.google.com/patent/US7460105B2/en,https://patentimages.storage.googleapis.com/US7460105B2/US07460105-20081202-D00000.png,,,
US-9026932-B1,Edge navigation user interface ,"Amazon Technologies, Inc.",Scott Dixon,2010-04-16,2010-04-16,2015-05-05,2015-05-05,https://patents.google.com/patent/US9026932B1/en,https://patentimages.storage.googleapis.com/29/af/80/b5c257b3a647a8/US09026932-20150505-D00000.png,,,
US-9423612-B2,Sensor dependent content position in head worn computing ,"Osterhout Group, Inc.","John N. Border, Robert Michael Lohse",2014-03-28,2014-11-19,2016-08-23,2016-08-23,https://patents.google.com/patent/US9423612B2/en,https://patentimages.storage.googleapis.com/91/aa/ac/9c84568c89eb36/US09423612-20160823-D00000.png,,,
US-2016098131-A1,Force Sensor Incorporated into Display ,Apple Inc.,"Charley T. Ogata, Martin P. Grunthaner, Michael B. Wittenberg, Peter W. Richards, Romain A. Teil, Steven P. Hotelling",2014-02-06,2015-02-06,2016-04-07,,https://patents.google.com/patent/US20160098131A1/en,https://patentimages.storage.googleapis.com/49/83/7c/f39a117cea6f37/US20160098131A1-20160407-D00000.png,,,
US-9477393-B2,"Device, method, and graphical user interface for displaying application status information ",Apple Inc.,"Nicholas Zambetti, Chanaka G. Karunamuni, Imran Chaudhri",2013-06-09,2014-05-29,2016-10-25,2016-10-25,https://patents.google.com/patent/US9477393B2/en,https://patentimages.storage.googleapis.com/8b/65/0b/bbd2c64c9afc7e/US09477393-20161025-D00000.png,,,
US-2011050593-A1,Touch-Screen User Interface ,"Kim John T, Hebenstreit Joseph J, Christopher Green, Keller Kevin E","John T. Kim, Joseph J. Hebenstreit, Christopher Green, Kevin E. Keller",2009-09-02,2009-09-02,2011-03-03,,https://patents.google.com/patent/US20110050593A1/en,https://patentimages.storage.googleapis.com/US20110050593A1/US20110050593A1-20110303-D00000.png,,,
US-2012059391-A1,Application of force feedback on an input device to urge its operator to command an articulated instrument to a preferred pose ,"Intuitive Surgical Operations, Inc.","Nicola Diolaiti, Paul E. Lilagan",2009-08-15,2011-11-09,2012-03-08,,https://patents.google.com/patent/US20120059391A1/en,https://patentimages.storage.googleapis.com/c8/04/1b/beab6af63a4ffa/US20120059391A1-20120308-D00000.png,,,
US-2014365919-A1,"Device, method, and graphical user interface for sharing content from a respective application ",Apple Inc.,"Jeremiah D. SHAW, Chanaka G. Karunamuni, Stephen O. Lemay, Martin O. Pedrick, Macel Van Os, Imran Chaudhri",2013-06-09,2014-05-29,2014-12-11,,https://patents.google.com/patent/US20140365919A1/en,https://patentimages.storage.googleapis.com/51/5c/9a/49129f867d6521/US20140365919A1-20141211-D00000.png,,,
JP-2008508600-A,Mode-based graphical user interface for the touch-sensitive input device ,?¢„ÉÉ?ó„É´  ?§„É≥?≥„Éº?ù„É¨?§„ÉÜ?É„Éâ,"?§„É¥Ôºå„Ç∏?ß„Éä?µ„É≥?ª„Éî?? ?™„Éº?á„Ç£?≥„Ç∞Ôºå„Éê?? ?´„ÉºÔºå„??≥„Ç´?≥„Éª??Éê?º„Éà, ??É™?π„ÉÜ?£„ÉºÔºå„Ç∞?¨„ÉÉ?? ?π„Éà?™„ÉÉ?≥„É≥Ôºå„Ç∏?ß„Ç∑?•„Ç¢?ª„Ç®?? ?Å„É£?¶„Éâ?™Ôºå?§„É†?©„É≥, ?ï„ÉÉ?îÔºå?ñ„É©?§„Ç¢?≥„Éª??É•?? ?õ„ÉÜ?™„É≥?∞Ôºå?π„ÉÜ?£„Éº??,2004-07-30,2005-07-19,2008-03-21,,https://patents.google.com/patent/JP2008508600A/en,https://patentimages.storage.googleapis.com/JP2008508600A/2008508600.png
WO-2015179877-A2,External user interface for head worn computing ,Osterhout Group"," Inc.""","Ralph F. Osterhout, Robert Michael Lohse, John N. Border, John D. Haddick, Manuel Antonio Sanchez, Edward H. Nortrup",2014-05-19,2015-05-29,2015-11-26,,https://patents.google.com/patent/WO2015179877A2/en,,
WO-2015195444-A1,External user interface for head worn computing ,"Osterhout Group, Inc.","Ralph F. Osterhout, John D. Haddick",2014-06-17,2015-06-10,2015-12-23,,https://patents.google.com/patent/WO2015195444A1/en,,,,
US-2015205388-A1,External user interface for head worn computing ,"Osterhout Group, Inc.",Ralph F. Osterhout,2014-01-17,2014-05-19,2015-07-23,,https://patents.google.com/patent/US20150205388A1/en,https://patentimages.storage.googleapis.com/08/bf/34/6ead51dbd24eba/US20150205388A1-20150723-D00000.png,,,
US-2015363975-A1,External user interface for head worn computing ,"Osterhout Group, Inc.","Ralph F. Osterhout, Robert Michael Lohse, Manuel Antonio Sanchez",2014-06-17,2014-06-17,2015-12-17,,https://patents.google.com/patent/US20150363975A1/en,https://patentimages.storage.googleapis.com/70/b8/43/648cf997dca91b/US20150363975A1-20151217-D00000.png,,,
US-7156302-B2,Card reading device for service access ,Canon Kabushiki Kaisha,"Sue-Ken Yap, Robert Smeallie, William Simpson-Young, Andrew Timothy Robert Newman",2001-06-08,2002-06-07,2007-01-02,2007-01-02,https://patents.google.com/patent/US7156302B2/en,https://patentimages.storage.googleapis.com/US7156302B2/US07156302-20070102-D00000.png,,,
US-2016025977-A1,External user interface for head worn computing ,"Osterhout Group, Inc.",Ralph F. Osterhout,2014-07-22,2014-07-22,2016-01-28,,https://patents.google.com/patent/US20160025977A1/en,https://patentimages.storage.googleapis.com/0a/75/c5/1c10fda832d190/US20160025977A1-20160128-D00000.png,,,
US-7765023-B2,Robot controller and robot controlling method ,Kabushiki Kaisha Toshiba,"Junji Oaki, Hideaki Hashimoto, Fumio Ozaki, Hirokazu Sato",2004-02-27,2005-02-25,2010-07-27,2010-07-27,https://patents.google.com/patent/US7765023B2/en,https://patentimages.storage.googleapis.com/US7765023B2/US07765023-20100727-D00000.png,,,
US-2014085213-A1,Force Sensing Using Bottom-Side Force Map ,Apple Inc.,"Brian Q. Huppi, Omar Sze Leung, Craig Christopher Leong, Paul Stephen Drzaic",2012-09-21,2012-09-21,2014-03-27,,https://patents.google.com/patent/US20140085213A1/en,https://patentimages.storage.googleapis.com/62/2e/67/6c76a517723bb7/US20140085213A1-20140327-D00000.png,,,
US-2014143678-A1,GUI Transitions on Wearable Electronic Device ,"Samsung Electronics Company, Ltd.","Pranav Mistry, Sajid Sadi, Lining Yao, John Snavely, Eva-Maria Offenberg, Link Chun Huang, Cathy Kim",2012-11-20,2013-08-30,2014-05-22,,https://patents.google.com/patent/US20140143678A1/en,https://patentimages.storage.googleapis.com/ba/28/c8/d252f3a7a4f446/US20140143678A1-20140522-D00000.png,,,
US-6827263-B2,Card for service access ,Canon Kabushiki Kaisha,"Sue-Ken Yap, Andrew Timothy Robert Newman",2001-06-08,2002-06-10,2004-12-07,2004-12-07,https://patents.google.com/patent/US6827263B2/en,https://patentimages.storage.googleapis.com/US6827263B2/US06827263-20041207-D00000.png,,,
DE-4400790-A1,GUI computer mouse with force feed back and position data ,Johannes Dipl Ing Geisen,Johannes Dipl Ing Geisen,1993-11-10,1994-01-13,1995-05-18,,https://patents.google.com/patent/DE4400790A1/en,,,,
US-2006234195-A1,Interventional simulator control system ,"Jan Grund-Pedersen, Fredrik Ohlsson","Jan Grund-Pedersen, Fredrik Ohlsson",2002-12-03,2003-12-03,2006-10-19,,https://patents.google.com/patent/US20060234195A1/en,https://patentimages.storage.googleapis.com/US20060234195A1/US20060234195A1-20061019-D00000.png,,,
US-9448409-B2,See-through computer display systems ,"Osterhout Group, Inc.","John N. Border, John D. Haddick",2014-11-26,2014-11-26,2016-09-20,2016-09-20,https://patents.google.com/patent/US9448409B2/en,https://patentimages.storage.googleapis.com/da/20/5b/d850a83c7d4ad8/US09448409-20160920-D00000.png,,,
US-7064513-B2,Phase angle control for synchronous machine control ,J. L. Behmer Corporation,Thomas D. Fenley,2003-10-01,2004-09-30,2006-06-20,2006-06-20,https://patents.google.com/patent/US7064513B2/en,https://patentimages.storage.googleapis.com/US7064513B2/US07064513-20060620-D00000.png,,,
US-4177418-A,Flux controlled shunt regulated transformer ,International Business Machines Corporation,"Karl H. Brueckner, Charles A. Farel, Johnnie F. Irsik",1977-08-04,1977-08-04,1979-12-04,1979-12-04,https://patents.google.com/patent/US4177418A/en,https://patentimages.storage.googleapis.com/pages/US4177418-1.png,,,
US-7561951-B2,Occupant control system integrated with vehicle dynamics controls ,Ford Global Technologies Llc,"Manoharprasad K. Rao, Jianbo Lu, Joseph C. Meyers",2005-05-06,2005-05-06,2009-07-14,2009-07-14,https://patents.google.com/patent/US7561951B2/en,https://patentimages.storage.googleapis.com/US7561951B2/US07561951-20090714-D00000.png,,,
US-6975785-B2,Multiple-axis control system for an optical switch ,Continuum Photonics. Inc.,"Kamyar Ghandi, Nesbitt Ward Hagood, IV, Timothy Scott Glenn",2002-03-18,2003-03-18,2005-12-13,2005-12-13,https://patents.google.com/patent/US6975785B2/en,https://patentimages.storage.googleapis.com/US6975785B2/US06975785-20051213-D00000.png,,,
US-2015331517-A1,Force Detection in Touch Devices Using Piezoelectric Sensors ,Apple Inc.,"Sinan Filiz, Brian Q. Huppi, Kai Wang, Peter W. Richards, Vikram GARG",2012-12-17,2013-03-15,2015-11-19,,https://patents.google.com/patent/US20150331517A1/en,https://patentimages.storage.googleapis.com/f4/16/7a/49a3afa3302342/US20150331517A1-20151119-D00000.png,,,
US-5414619-A,Method and device for controlling object to be controlled using learning function ,"Hitachi, Ltd.","Yasunori Katayama, Yasuo Morooka, Takashi Okada, Masaaki Nakajima, Satoshi Hattori, Masakane Shigyo",1992-01-20,1993-01-15,1995-05-09,1995-05-09,https://patents.google.com/patent/US5414619A/en,https://patentimages.storage.googleapis.com/pages/US5414619-1.png,,,
US-2008194987-A1,Method and Apparatus For a Variable User Interface ,"Pelikan Technologies, Inc.",Dirk Boecker,2003-10-14,2004-10-14,2008-08-14,,https://patents.google.com/patent/US20080194987A1/en,https://patentimages.storage.googleapis.com/US20080194987A1/US20080194987A1-20080814-D00000.png,,,
US-2009070711-A1,Scrolling method of mobile terminal ,Lg Electronics Inc.,"Woo-Young Kwak, Seung-Jun Lee, So-young PARK",2007-09-04,2008-09-02,2009-03-12,,https://patents.google.com/patent/US20090070711A1/en,https://patentimages.storage.googleapis.com/US20090070711A1/US20090070711A1-20090312-D00000.png,,,
US-2009273560-A1,Sensor-based distributed tangible user interface ,Massachusetts Institute Of Technology,"Jeevan James Kalanithi, David Jeffrey Merrill, Patricia Emilia Maes",2008-02-04,2009-02-04,2009-11-05,,https://patents.google.com/patent/US20090273560A1/en,https://patentimages.storage.googleapis.com/US20090273560A1/US20090273560A1-20091105-D00000.png,,,
US-2010197268-A1,Enhanced roaming services and converged carrier networks with device assisted services and a proxy ,Headwater Partners I Llc,Gregory G. Raleigh,2009-01-28,2010-01-28,2010-08-05,,https://patents.google.com/patent/US20100197268A1/en,https://patentimages.storage.googleapis.com/US20100197268A1/US20100197268A1-20100805-D00000.png,,,
US-6415272-B1,System for intelligent control based on soft computing ,Yamaha Hatsudoki Kabushiki Kaisha,Sergei V. Ulyanov,1998-10-22,1998-10-22,2002-07-02,2002-07-02,https://patents.google.com/patent/US6415272B1/en,https://patentimages.storage.googleapis.com/US6415272B1/US06415272-20020702-D00000.png,,,
US-2012028577-A1,Mobile devices and methods employing haptics ,"Rodriguez Tony R, Conwell William Y","Tony R. Rodriguez, William Y. Conwell",2010-07-09,2011-06-30,2012-02-02,,https://patents.google.com/patent/US20120028577A1/en,https://patentimages.storage.googleapis.com/a5/ae/3d/ed73ef429631d4/US20120028577A1-20120202-D00000.png,,,
US-2012150888-A1,Method and system for relationship management and intelligent agent ,"Geoffrey Hyatt, Wilbur Swan, Shawn Samuel","Geoffrey Hyatt, Wilbur Swan, Shawn Samuel",2003-09-10,2011-06-11,2012-06-14,,https://patents.google.com/patent/US20120150888A1/en,https://patentimages.storage.googleapis.com/e8/94/29/393f126cc29a15/US20120150888A1-20120614-D00000.png,,,
US-2012078139-A1,Surgical generator for ultrasonic and electrosurgical devices ,"Ethicon Endo-Surgery, Inc.","Jeffrey L. Aldridge, Robert A. Kemerling, Mark E. Tebbe, Christopher A. Papa, Daniel W. Price, Eitan T. Wiener, Jeffrey D. Messerly, David C. Yates, Mark A. Davison, Scott B. Killinger, Gavin M. Monson, Robert J. Laird, Matthew C. Miller",2009-10-09,2011-10-03,2012-03-29,,https://patents.google.com/patent/US20120078139A1/en,https://patentimages.storage.googleapis.com/10/29/e1/3616b3b726fb69/US20120078139A1-20120329-D00002.png,,,
US-2011231280-A1,"Cloud-based desktop and subscription application platform apparatuses, methods and systems ",Siamak Farah,Siamak Farah,2010-03-17,2011-03-17,2011-09-22,,https://patents.google.com/patent/US20110231280A1/en,https://patentimages.storage.googleapis.com/fe/9e/0d/97349e59a040da/US20110231280A1-20110922-D00001.png,,,
US-2009111642-A1,Method and apparatus to control clutch stroke volume in an electro-mechanical transmission ,"Gm Global Technology Operations, Inc., Daimler Ag, Chrysler Llc, Bayerishe Motoren Werke Aktiengesellschaft","Jy-Jen F. Sah, Ali K. Naqvi",2007-10-27,2008-10-13,2009-04-30,,https://patents.google.com/patent/US20090111642A1/en,https://patentimages.storage.googleapis.com/US20090111642A1/US20090111642A1-20090430-D00000.png,,,
US-2011012845-A1,Touch sensor structures for displays ,"Rothkopf Fletcher R, Zadesky Stephen P, Richard Hung Minh Dinh","Fletcher R. Rothkopf, Stephen P. Zadesky, Richard Hung Minh Dinh",2009-07-20,2009-11-09,2011-01-20,,https://patents.google.com/patent/US20110012845A1/en,https://patentimages.storage.googleapis.com/US20110012845A1/US20110012845A1-20110120-D00000.png,,,
US-2009111643-A1,Method and apparatus to control clutch fill pressure in an electro-mechanical transmission ,"Gm Global Technology Operations, Inc., Daimler Ag, Chrysler Llc, Bayerishe Motoren Werke Aktiengesellschaft","Jy-Jen F. Sah, Ali K. Naqvi",2007-10-26,2008-10-13,2009-04-30,,https://patents.google.com/patent/US20090111643A1/en,https://patentimages.storage.googleapis.com/US20090111643A1/US20090111643A1-20090430-D00000.png,,,
US-2009055019-A1,Interactive systems employing robotic companions ,Massachusetts Institute Of Technology,"Walter Dan Stiehl, Cynthia Breazeal, Jun Ki Lee, Allan Z. Maymin, Heather Knight, Robert L. Toscano, Iris M. Cheung",2007-05-08,2008-05-08,2009-02-26,,https://patents.google.com/patent/US20090055019A1/en,https://patentimages.storage.googleapis.com/US20090055019A1/US20090055019A1-20090226-D00000.png,,,
US-2002098097-A1,Magnetically-actuated micropump ,Angad Singh,Angad Singh,2001-01-22,2001-01-22,2002-07-25,,https://patents.google.com/patent/US20020098097A1/en,https://patentimages.storage.googleapis.com/US20020098097A1/US20020098097A1-20020725-D00000.png,,,
US-2013076646-A1,Force sensor interface for touch controller ,"Christoph Horst Krah, Eugene Lvovich Shoykhet, Martin Paul GRUNTHANER","Christoph Horst Krah, Eugene Lvovich Shoykhet, Martin Paul GRUNTHANER",2011-09-23,2011-09-23,2013-03-28,,https://patents.google.com/patent/US20130076646A1/en,https://patentimages.storage.googleapis.com/e8/6c/cf/9b8d053928bd0c/US20130076646A1-20130328-D00000.png,,,
US-2010114087-A1,Methods and devices for treating urinary incontinence ,"Edwards Stuart D, Carignan Charles S, Simon Thomas","Stuart D. Edwards, Charles S. Carignan, Simon Thomas",1998-02-19,2009-06-30,2010-05-06,,https://patents.google.com/patent/US20100114087A1/en,https://patentimages.storage.googleapis.com/US20100114087A1/US20100114087A1-20100506-D00000.png,,,
US-2009105039-A1,Method for model based clutch control and torque estimation ,"Gm Global Technlogy Operations, Inc.","Jy-Jen F. Sah, Bryan R. Snyder, Ali K. Naqvi",2007-10-23,2008-10-14,2009-04-23,,https://patents.google.com/patent/US20090105039A1/en,https://patentimages.storage.googleapis.com/US20090105039A1/US20090105039A1-20090423-D00000.png,,,
US-2006052905-A1,Power Control system ,Watlow Electric Manufacturing Company,"Thomas Pfingsten, Donald Commare, Craig Dennis, Leon McNutt, Theodore Von Arx, Keith Ness, Robert Pape, John Lemke, Larry Tiedemann, Stanton Breitlow",2004-09-03,2005-09-02,2006-03-09,,https://patents.google.com/patent/US20060052905A1/en,https://patentimages.storage.googleapis.com/US20060052905A1/US20060052905A1-20060309-D00000.png,,,
US-2009327974-A1,User interface for gestural control ,Microsoft Corporation,"Thamer A. Abanami, Julian Leonhard Selman, Craig E. Lichtenstein",2008-06-26,2008-06-26,2009-12-31,,https://patents.google.com/patent/US20090327974A1/en,https://patentimages.storage.googleapis.com/US20090327974A1/US20090327974A1-20091231-D00000.png,,,
US-2014171039-A1,Contextually intelligent communication systems and processes ,Bernt Erik Bjontegard,Bernt Erik Bjontegard,2012-10-04,2013-09-28,2014-06-19,,https://patents.google.com/patent/US20140171039A1/en,https://patentimages.storage.googleapis.com/87/c8/ea/4432b0795e8d3f/US20140171039A1-20140619-D00000.png,,,
US-2014362274-A1,"Device, method, and graphical user interface for switching between camera interfaces ",Apple Inc.,"Gregory N. Christie, Imran Chaudhri",2013-06-09,2014-05-29,2014-12-11,,https://patents.google.com/patent/US20140362274A1/en,https://patentimages.storage.googleapis.com/c8/04/27/9eba9dc9b9bd94/US20140362274A1-20141211-D00000.png,,,
US-2008319829-A1,Bias reduction using data fusion of household panel data and transaction data ,"Herbert Dennis Hunt, John Randall West, Gibbs Jr Marshall Ashby, Bradley Michael Griglione, Gregory David Neil Hudson, Andrea Basilico, Johnson Arvid C, Bergeon Cheryl G, Craig Joseph Chapa, Alberto Agostinelli, Jay Alan Yusko, Trevor Mason","Herbert Dennis Hunt, John Randall West, Marshall Ashby Gibbs, Jr., Bradley Michael Griglione, Gregory David Neil Hudson, Andrea Basilico, Arvid C. Johnson, Cheryl G. Bergeon, Craig Joseph Chapa, Alberto Agostinelli, Jay Alan Yusko, Trevor Mason",2004-02-20,2008-01-28,2008-12-25,,https://patents.google.com/patent/US20080319829A1/en,https://patentimages.storage.googleapis.com/US20080319829A1/US20080319829A1-20081225-D00000.png,,,
US-2008288889-A1,Data visualization application ,"Herbert Dennis Hunt, John Randall West, Marshall Ashby Gibbs, Bradley Michael Griglione, Gregory David Neil Hudson, Andrea Basilico, Johnson Arvid C, Bergeon Cheryl G, Craig Joseph Chapa, Alberto Agostinelli, Jay Alan Yusko, Trevor Mason","Herbert Dennis Hunt, John Randall West, Marshall Ashby Gibbs, Bradley Michael Griglione, Gregory David Neil Hudson, Andrea Basilico, Arvid C. Johnson, Cheryl G. Bergeon, Craig Joseph Chapa, Alberto Agostinelli, Jay Alan Yusko, Trevor Mason",2004-02-20,2008-01-29,2008-11-20,,https://patents.google.com/patent/US20080288889A1/en,https://patentimages.storage.googleapis.com/US20080288889A1/US20080288889A1-20081120-D00000.png,,,
US-2007236475-A1,Graphical scroll wheel ,Synaptics Incorporated,Elaine Wherry,2006-04-05,2007-04-04,2007-10-11,,https://patents.google.com/patent/US20070236475A1/en,https://patentimages.storage.googleapis.com/US20070236475A1/US20070236475A1-20071011-D00000.png,,,
US-6728615-B1,System and method of controlling vehicle steer-by-wire systems with adjustable steering feel ,"Visteon Global Technologies, Inc.","Yixin Yao, Gregory J. Stout",2003-02-03,2003-02-03,2004-04-27,2004-04-27,https://patents.google.com/patent/US6728615B1/en,https://patentimages.storage.googleapis.com/US6728615B1/US06728615-20040427-D00000.png,,,
US-2009138415-A1,Automated research systems and methods for researching systems ,James Justin Lancaster,James Justin Lancaster,2007-11-02,2008-11-03,2009-05-28,,https://patents.google.com/patent/US20090138415A1/en,https://patentimages.storage.googleapis.com/US20090138415A1/US20090138415A1-20090528-D00000.png,,,
US-2014267362-A1,"Device, Method, and Graphical User Interface for Adjusting the Appearance of a Control ",Apple Inc.,"Kenneth L. Kocienda, Tiffany S. Jon, Chanaka G. Karunamuni",2013-03-15,2014-02-18,2014-09-18,,https://patents.google.com/patent/US20140267362A1/en,https://patentimages.storage.googleapis.com/59/6b/cb/677be7d78c4e47/US20140267362A1-20140918-D00000.png,,,
US-2014365945-A1,"Device, method, and graphical user interface for providing navigation and search functionalities ",Apple Inc.,"Chanaka G. Karunamuni, Imran Chaudhri",2013-06-09,2014-05-29,2014-12-11,,https://patents.google.com/patent/US20140365945A1/en,https://patentimages.storage.googleapis.com/e2/e5/13/4d2513558ed9f1/US20140365945A1-20141211-D00000.png,,,
US-2011054870-A1,Vision Based Human Activity Recognition and Monitoring System for Guided Virtual Rehabilitation ,"Honda Motor Co., Ltd.","Behzad Dariush, Kikuo Fujimura, Yoshiaki Sakagami",2009-09-02,2010-09-01,2011-03-03,,https://patents.google.com/patent/US20110054870A1/en,https://patentimages.storage.googleapis.com/US20110054870A1/US20110054870A1-20110303-D00000.png,,,
US-2010013777-A1,Tracking input in a screen-reflective interface environment ,Microsoft Corporation,"Patrick M. Baudisch, Georg F. Petschnigg, David H. Wykes, Albert Yiu-So Shum, Avi Geiger, Kenneth P. Hinckley, Michael J. Sinclair, Joel B. Jacobs, Jonathan D. Friedman, Rosanna H. Ho",2008-07-18,2008-07-18,2010-01-21,,https://patents.google.com/patent/US20100013777A1/en,https://patentimages.storage.googleapis.com/US20100013777A1/US20100013777A1-20100121-D00000.png,,,
US-2008309626-A1,Speed/positional mode translations ,Apple Inc.,"Wayne Carl Westerman, Sean Erik O'Connor",2007-06-13,2007-06-13,2008-12-18,,https://patents.google.com/patent/US20080309626A1/en,https://patentimages.storage.googleapis.com/US20080309626A1/US20080309626A1-20081218-D00000.png,,,
US-2007208719-A1,Systems and methods for analyzing semantic documents over a network ,Bao Tran,Bao Tran,2004-03-18,2007-05-08,2007-09-06,,https://patents.google.com/patent/US20070208719A1/en,https://patentimages.storage.googleapis.com/US20070208719A1/US20070208719A1-20070906-D00000.png,,,
WO-2011028944-A1,Touch-screen user interface ,"Amazon Technologies, Inc.","John T. Kim, Joseph J. Hebenstreit, Christopher Green, Kevin E. Keller",2009-09-02,2010-09-02,2011-03-10,,https://patents.google.com/patent/WO2011028944A1/en,,,,
US-2014365912-A1,"Device, method, and graphical user interface for sharing content from a respective application ",Apple Inc.,"Jeremiah D. SHAW, Chanaka G. Karunamuni, Stephen O. Lemay, Martin O. Pedrick, Marcel van Os, Imran Chaudhri",2013-06-09,2014-05-29,2014-12-11,,https://patents.google.com/patent/US20140365912A1/en,https://patentimages.storage.googleapis.com/d6/59/6e/f40b9bb281e7e6/US20140365912A1-20141211-D00000.png,,,
US-2008091121-A1,"System, method and apparatus for detecting a force applied to a finger ","Yu Sun, John Hollerbach, Stephen Mascaro","Yu Sun, John Hollerbach, Stephen Mascaro",2006-03-31,2007-03-20,2008-04-17,,https://patents.google.com/patent/US20080091121A1/en,https://patentimages.storage.googleapis.com/US20080091121A1/US20080091121A1-20080417-D00000.png,,,
US-2005038687-A1,Business communication solutions ,Galdes Frank Anthony,Frank Galdes,2002-07-16,2003-07-16,2005-02-17,,https://patents.google.com/patent/US20050038687A1/en,https://patentimages.storage.googleapis.com/US20050038687A1/US20050038687A1-20050217-D00000.png,,,
KR-20130024420-A,Method and apparatus for generating haptic feedback ,?òÏ??ÑÏûê Ï£ºÏãù?åÏÇ¨,"Ï°∞ÏòÅÏ§Ä, ?©Í≤Ω?? ?ïÎ¨∏Ï±? ÍπÄ?†Ïö±",2011-08-31,2011-08-31,2013-03-08,,https://patents.google.com/patent/KR20130024420A/en,https://patentimages.storage.googleapis.com/c1/66/d4/7ab1e2b81313ef/pat00009.png,,,
US-2007208549-A1,Updating and Utilizing Dynamic Process Simulation in an Operating Process Environment ,"Fisher-Rosemount Systems, Inc.","Terrence Blevins, Wilhelm Wojsznis, Mark Nixon",2002-10-22,2006-10-19,2007-09-06,,https://patents.google.com/patent/US20070208549A1/en,https://patentimages.storage.googleapis.com/US20070208549A1/US20070208549A1-20070906-D00000.png,,,
US-2015109223-A1,Haptic electromagnetic actuator ,Apple Inc.,"Patrick KESSLER, Dhaval Chandrakant Patel, Jonah A. Harley, Brett W. Degner, Nicholas Alan Rundle, Peteris K. Augenbergs, Nicholaus Lubinski, Kenneth L. Staton, Omar Sze Leung",2012-06-12,2013-06-10,2015-04-23,,https://patents.google.com/patent/US20150109223A1/en,https://patentimages.storage.googleapis.com/0b/a1/b7/52e5b1f0192c36/US20150109223A1-20150423-D00000.png,,,
US-2015205135-A1,See-through computer display systems ,"Osterhout Group, Inc.","John N. Border, Joseph Bietry, John D. Haddick",2014-01-21,2015-03-02,2015-07-23,,https://patents.google.com/patent/US20150205135A1/en,https://patentimages.storage.googleapis.com/4e/1a/74/f7d5f8e55d190e/US20150205135A1-20150723-D00000.png,,,
US-2015205132-A1,See-through computer display systems ,"Osterhout Group, Inc.","Ralph F. Osterhout, John N. Border, Robert Michael Lohse, John D. Haddick, Nima L. Shams",2014-01-21,2015-01-05,2015-07-23,,https://patents.google.com/patent/US20150205132A1/en,https://patentimages.storage.googleapis.com/1e/e4/2c/0db731e91b8925/US20150205132A1-20150723-D00000.png,,,
US-2016018645-A1,See-through computer display systems ,"Osterhout Group, Inc.","John D. Haddick, Ralph F. Osterhout",2014-01-24,2015-06-17,2016-01-21,,https://patents.google.com/patent/US20160018645A1/en,https://patentimages.storage.googleapis.com/da/92/65/a24830c63ef614/US20160018645A1-20160121-D00000.png,,,
US-2015348029-A1,User interface for payments ,Apple Inc.,"Marcel van Os, Pablo F. CARO, Woo-Ram Lee, George R. Dicker, Christopher D. Adams, Charles Ahn, Craig M. Federighi, Brian Tucker, Giancarlo Yerkes",2014-05-29,2014-09-30,2015-12-03,,https://patents.google.com/patent/US20150348029A1/en,https://patentimages.storage.googleapis.com/fe/e9/f1/cbaa6fbdf6de40/US20150348029A1-20151203-D00000.png,,,
US-2011202068-A1,Medical robotic system providing sensory feedback indicating a difference between a commanded state and a preferred pose of an articulated instrument ,"Intuitive Surgical Operations, Inc.","Nicola Diolaiti, Paul E. Lilagan",2010-02-12,2010-02-12,2011-08-18,,https://patents.google.com/patent/US20110202068A1/en,https://patentimages.storage.googleapis.com/US20110202068A1/US20110202068A1-20110818-D00000.png,,,
US-2010023190-A1,"Trip optimizer method, system and computer software code for operating a railroad train to minimize wheel and track wear ",General Electric Company,"Ajith Kuttannair Kumar, Wolfgang Daum, Glenn Robert Shaffer, Paul Kenneth Houpt, Joseph Forrest Noffsinger, David Lowell McKay",2006-03-20,2009-10-04,2010-01-28,,https://patents.google.com/patent/US20100023190A1/en,https://patentimages.storage.googleapis.com/US20100023190A1/US20100023190A1-20100128-D00000.png,,,
